Rk,Name,Age,Tm,Lg,G▼,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
1040,Bobby Miller,25,LAD,NL,13,13,0,56.0,4,2,2,0,0,1.000,,,0,0,0,0.64,0.31,P,millebo06
1041,Ryan Miller,28,LAA,AL,13,0,0,13.0,2,1,1,0,0,1.000,,,1,15,0,1.38,0.15,P,millery01
1042,Erasmo Ramírez,34,TBR,AL,13,0,0,20.2,2,0,2,0,0,1.000,,,0,0,0,0.87,0.15,P,ramirer02
1043,Javier Sanoja,21,MIA,NL,13,9,5,79.2,22,13,9,0,2,1.000,0,3,1,15,0,2.49,1.57,OF-2B-SS,sanojja01
1044,Forrest Wall,28,TOT,NL,13,11,7,93.0,18,18,0,0,0,1.000,-1,-18,2,25,0,1.74,1.38,OF,wallfo01
1045,Mitch White,29,TOT,ZZ,13,0,0,23.2,3,2,1,0,0,1.000,,,1,50,0,1.14,0.23,P,whitemi03
1046,Trevor Williams,32,WSN,NL,13,13,0,66.2,7,2,5,0,0,1.000,,,2,6,0,0.95,0.54,P,willitr01
1047,Cole Winn,24,TEX,AL,13,0,0,17.1,3,1,2,0,0,1.000,,,0,0,0,1.56,0.23,P,winnco01
1048,Luisangel Acuña,22,NYM,NL,12,10,9,95.2,45,9,35,1,3,.978,2,30,1,13,-1,4.14,3.38,SS-2B,acunajo01
1049,Logan Allen,27,ARI,NL,12,0,0,28.0,6,2,4,0,0,1.000,,,0,0,0,1.93,0.50,P,allenlo01
1050,Eddy Alvarez,34,NYM,NL,12,3,0,38.0,18,9,9,0,1,1.000,1,20,1,32,0,4.26,1.38,2B-SS-P,alvared01
1051,Scott Blewett,28,MIN,AL,12,0,0,20.1,4,1,3,0,0,1.000,,,0,0,0,1.77,0.33,P,blewesc01
1052,Nick Burdi,31,NYY,AL,12,0,0,9.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,burdini01
1053,Andrés Chaparro,25,WSN,NL,12,12,10,102.0,89,80,9,0,11,1.000,1,9,-1,-12,-1,7.85,7.42,1B,chapaan01
1054,Luis De Los Santos,26,TOR,AL,12,8,5,74.1,31,12,17,2,0,.935,1,14,1,16,0,3.51,2.07,3B-1B-OF,deloslu03
1055,Kent Emanuel,32,MIA,NL,12,0,0,17.2,7,2,5,0,0,1.000,,,1,11,0,3.57,0.58,P,emanuke01
1056,Mason Englert,24,DET,AL,12,1,0,21.2,1,1,0,0,0,1.000,,,0,0,0,0.42,0.08,P,englema01
1057,Niko Goodrum,32,TOT,AL,12,7,7,75.1,25,15,7,3,2,.880,-6,-102,-5,-80,0,2.63,1.83,3B-OF-1B-SS-2B,goodrni01
1058,Yuli Gurriel,40,KCR,AL,12,12,9,101.0,82,76,6,0,4,1.000,1,7,2,24,0,7.31,6.83,1B,gourryu01
1059,Seth Halvorsen,24,COL,NL,12,0,0,12.1,1,1,0,0,0,1.000,,,-1,-16,0,0.73,0.08,P,halvose01
1060,Emerson Hancock,25,SEA,AL,12,12,0,60.2,13,9,2,2,0,.846,,,0,0,0,1.63,0.92,P,hancoem01
1061,Jesús Luzardo,26,MIA,NL,12,12,0,66.2,13,3,10,0,0,1.000,,,2,6,0,1.76,1.08,P,luzarje01
1062,Steven Matz,33,STL,NL,12,7,0,44.1,10,2,7,1,2,.900,,,1,5,0,1.83,0.75,P,matzst01
1063,Darren McCaughan,28,TOT,ZZ,12,5,0,42.0,5,0,4,1,0,.800,,,0,0,0,0.86,0.33,P,mccauda01
1064,Ryan McKenna,27,TOT,ZZ,12,5,1,42.0,14,14,0,0,0,1.000,-2,-53,0,0,0,3.00,1.17,OF,mckenry01
1065,Tom Murphy,33,SFG,NL,12,10,8,84.2,69,68,1,0,0,1.000,-2,-34,-4,-57,-2,7.33,5.75,C,murphto04
1066,Rafael Ortega,33,CHW,AL,12,4,4,50.0,18,18,0,0,0,1.000,3,61,-1,-24,0,3.24,1.50,OF,ortegra01
1067,Anthony Veneziano,26,TOT,ZZ,12,0,0,13.1,1,1,0,0,0,1.000,,,0,0,0,0.68,0.08,P,venezan01
1068,Keaton Winn,26,SFG,NL,12,12,0,55.1,11,7,4,0,0,1.000,,,1,4,0,1.79,0.92,P,winnke01
1069,Ryan Zeferjahn,26,LAA,AL,12,0,0,17.0,4,2,2,0,0,1.000,,,0,0,0,2.12,0.33,P,zeferry01
1070,Yosver Zulueta,26,CIN,NL,12,0,0,16.1,3,3,0,0,0,1.000,,,0,0,0,1.65,0.25,P,zulueyo01
1071,Jordyn Adams,24,LAA,AL,11,9,9,85.0,24,23,0,1,0,.958,-1,-18,-2,-28,0,2.44,2.09,OF,adamsjo03
1072,Miguel Castro,29,ARI,NL,11,0,0,13.2,4,0,4,0,0,1.000,,,1,15,0,2.63,0.36,P,castrmi01
1073,Oscar Colás,25,CHW,AL,11,8,6,75.1,16,16,0,0,0,1.000,-1,-18,0,0,0,1.91,1.45,OF,colasos01
1074,Luis Frías,26,TOT,ZZ,11,0,0,9.2,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,P,friaslu01
1075,Jack Kochanowicz,23,LAA,AL,11,11,0,65.1,10,3,7,0,1,1.000,,,1,3,0,1.38,0.91,P,kochaja01
1076,Max Lazar,25,PHI,NL,11,0,0,13.2,3,0,3,0,1,1.000,,,0,0,0,1.98,0.27,P,lazarma01
1077,Davis Martin,27,CHW,AL,11,10,0,50.0,13,4,8,1,0,.923,,,2,8,0,2.16,1.09,P,martida03
1078,Tyler Matzek,33,ATL,NL,11,0,0,10.0,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,matzety01
1079,Max Meyer,25,MIA,NL,11,11,0,57.0,13,8,4,1,0,.923,,,0,0,0,1.89,1.09,P,meyerma01
1080,Owen Miller,27,MIL,NL,11,7,3,55.0,57,51,6,0,6,1.000,0,-7,-1,-22,0,9.33,4.38,1B-3B-2B-P,milleow01
1081,Yoán Moncada,29,CHW,AL,11,11,10,86.0,31,8,21,2,4,.935,1,13,0,0,0,3.03,2.64,3B,moncayo01
1082,Kyle Nelson,27,ARI,NL,11,0,0,10.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,nelsoky01
1083,Quinn Priester,23,TOT,ZZ,11,7,0,49.2,13,7,4,2,0,.846,,,-1,-24,0,1.99,1.00,P,priesqu01
1084,Johnathan Rodríguez,24,CLE,AL,11,9,5,77.0,13,12,1,0,0,1.000,-2,-26,-3,-46,0,1.52,1.18,OF,rodrijo10
1085,Kirby Snead,29,SEA,AL,11,0,0,10.1,5,0,5,0,0,1.000,,,0,0,0,4.35,0.45,P,sneadki01
1086,Livan Soto,24,BAL,AL,11,4,1,39.0,17,6,11,0,5,1.000,0,3,0,0,0,3.92,1.42,2B-3B-SS,sotoli01
1087,Bubba Thompson,26,CIN,NL,11,5,4,52.0,15,15,0,0,0,1.000,-1,-21,-1,-23,0,2.60,1.36,OF,thompbu01
1088,Touki Toussaint,28,CHW,AL,11,0,0,23.0,4,1,1,2,0,.500,,,0,0,0,0.78,0.18,P,toussto01
1089,Nick Vespi,28,BAL,AL,11,0,0,12.1,1,1,0,0,0,1.000,,,0,0,0,0.73,0.09,P,vespini01
1090,Jordan Wicks,24,CHC,NL,11,10,0,46.0,4,0,4,0,1,1.000,,,-1,-4,0,0.78,0.36,P,wicksjo01
1091,Nick Yorke,22,PIT,NL,11,11,9,92.0,26,14,11,1,3,.962,-3,-39,-3,-39,0,2.45,2.27,2B-OF-3B,yorkeni01
1092,Adael Amador,21,COL,NL,10,10,9,85.0,39,14,24,1,8,.974,-2,-35,-1,-14,0,4.02,3.80,2B,amadoad01
1093,Lake Bachar,29,MIA,NL,10,0,0,9.1,2,0,2,0,0,1.000,,,1,21,0,1.93,0.20,P,bachala01
1094,Bryce Elder,25,ATL,NL,10,10,0,49.2,9,6,3,0,2,1.000,,,-2,-8,0,1.63,0.90,P,elderbr01
1095,J.P. Feyereisen,31,LAD,NL,10,0,0,11.0,3,2,1,0,0,1.000,,,0,0,0,2.45,0.30,P,feyerjo01
1096,Brant Hurter,25,DET,AL,10,1,0,45.1,4,3,1,0,0,1.000,,,-1,-4,0,0.79,0.40,P,hurtebr01
1097,Buddy Kennedy,25,TOT,ZZ,10,4,4,49.0,24,9,15,0,3,1.000,1,14,1,24,0,4.41,2.40,2B-3B,kennebu01
1098,Ray Kerr,29,ATL,NL,10,2,0,22.1,6,1,3,2,0,.667,,,-2,-18,0,1.61,0.40,P,kerrra01
1099,Charles Leblanc,28,LAA,AL,10,6,3,54.0,30,17,12,1,3,.967,-1,-25,-1,-22,0,4.83,2.64,3B-2B-1B,leblach01
1100,Billy McKinney,29,PIT,NL,10,6,3,53.2,9,8,1,0,0,1.000,-2,-48,1,22,0,1.51,0.90,OF,mckinbi01
1101,John McMillon,26,MIA,NL,10,0,0,12.0,3,1,1,1,0,.667,,,0,0,0,1.50,0.20,P,mcmiljo01
1102,Parker Mushinski,28,HOU,AL,10,0,0,11.0,2,1,0,1,0,.500,,,-2,-36,0,0.82,0.10,P,mushipa01
1103,Daniel Palencia,24,CHC,NL,10,0,0,14.2,1,0,1,0,0,1.000,,,0,0,0,0.61,0.10,P,palenda01
1104,Jace Peterson,34,ARI,NL,10,5,3,50.0,20,7,13,0,3,1.000,-3,-80,-3,-72,0,3.60,2.00,SS-2B-3B,peterja01
1105,Eduardo Rodríguez,31,ARI,NL,10,10,0,50.0,5,0,4,1,0,.800,,,-1,-4,0,0.72,0.40,P,rodried05
1106,César Salazar,28,HOU,AL,10,7,5,70.0,89,83,4,2,0,.978,0,-7,0,0,-1,11.19,8.70,C,salazce01
1107,Austin Shenton,26,TBR,AL,10,8,7,69.1,65,62,3,0,3,1.000,0,3,0,0,0,8.44,6.50,1B,shentau01
1108,Peter Strzelecki,29,CLE,AL,10,0,0,11.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,strzepe01
1109,Cole Sulser,34,TOT,ZZ,10,2,0,16.1,1,0,1,0,0,1.000,,,0,0,0,0.55,0.10,P,sulseco01
1110,Luis Vázquez,24,CHC,NL,10,3,2,37.0,18,6,11,1,1,.944,0,16,0,0,0,4.14,1.70,SS-3B-2B,vazqulu01
1111,David Villar,27,SFG,NL,10,10,9,86.0,90,79,11,0,5,1.000,-3,-36,0,0,0,9.42,9.00,1B,villada01
1112,Josh Walker,29,NYM,NL,10,0,0,12.1,2,2,0,0,0,1.000,,,0,0,0,1.46,0.20,P,walkejo03
1113,Mason Black,24,SFG,NL,9,8,0,36.1,4,2,2,0,0,1.000,,,0,0,0,0.99,0.44,P,blackma01
1114,Trenton Brooks,28,SFG,NL,9,8,4,67.1,63,61,2,0,8,1.000,0,-4,0,0,0,8.42,7.00,1B,brooktr01
1115,Joey Cantillo,24,CLE,AL,9,8,0,38.2,2,0,2,0,0,1.000,,,-1,-5,-1,0.47,0.22,P,cantijo01
1116,Noah Davis,27,COL,NL,9,0,0,20.1,3,1,2,0,0,1.000,,,0,0,0,1.33,0.33,P,davisno01
1117,Tyler Duffey,33,KCR,AL,9,0,0,9.0,1,1,0,0,0,1.000,,,0,0,0,1.00,0.11,P,duffety01
1118,Logan Gillaspie,27,SDP,NL,9,0,0,11.1,2,0,2,0,0,1.000,,,0,0,0,1.59,0.22,P,gillalo01
1119,Luis Guerrero,23,BOS,AL,9,0,0,10.0,1,1,0,0,0,1.000,,,0,0,0,0.90,0.11,P,guerrlu01
1120,Tommy Henry,26,ARI,NL,9,7,0,38.1,4,3,1,0,0,1.000,,,0,0,0,0.94,0.44,P,henryto01
1121,Elieser Hernández,29,TOT,NL,9,1,0,15.2,1,0,1,0,0,1.000,,,0,0,0,0.57,0.11,P,hernael01
1122,Jaden Hill,24,COL,NL,9,0,0,10.2,1,0,1,0,0,1.000,,,-1,-19,0,0.84,0.11,P,hillja01
1123,Spencer Howard,27,TOT,ZZ,9,3,0,29.0,2,0,2,0,0,1.000,,,-1,-41,0,0.62,0.22,P,howarsp01
1124,Jack Leiter,24,TEX,AL,9,6,0,35.2,6,3,3,0,0,1.000,,,0,0,0,1.51,0.67,P,leiteja01
1125,Zebby Matthews,24,MIN,AL,9,9,0,37.2,10,4,5,1,0,.900,,,0,0,0,2.15,1.00,P,matthze01
1126,Mason Montgomery,24,TBR,AL,9,0,0,9.2,1,0,1,0,0,1.000,,,0,0,0,0.93,0.11,P,montgma01
1127,Nick Nastrini,24,CHW,AL,9,8,0,35.2,3,1,2,0,0,1.000,,,-2,-11,0,0.76,0.33,P,nastrni01
1128,Vinny Nittoli,33,TOT,AL,9,0,0,12.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,nittovi01
1129,Sammy Peralta,26,CHW,AL,9,0,0,15.0,1,0,1,0,0,1.000,,,0,0,0,0.60,0.11,P,peralsa01
1130,Sean Reynolds,26,SDP,NL,9,0,0,11.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,reynose01
1131,Nick Robertson,25,TOT,ZZ,9,0,0,13.1,2,1,1,0,0,1.000,,,0,0,0,1.35,0.22,P,roberni01
1132,Max Scherzer,39,TEX,AL,9,9,0,43.1,10,4,5,1,0,.900,,,0,0,0,1.87,1.00,P,scherma01
1133,Christian Scott,25,NYM,NL,9,9,0,47.1,5,3,2,0,0,1.000,,,1,4,0,0.95,0.56,P,scottch01
1134,Drew Thorpe,23,CHW,AL,9,9,0,44.1,14,10,3,1,0,.929,,,-1,-5,0,2.64,1.44,P,thorpdr01
1135,Andrew Walters,23,CLE,AL,9,1,0,8.2,1,1,0,0,0,1.000,,,0,0,0,1.04,0.11,P,waltean01
1136,Donovan Walton,30,SFG,NL,9,6,6,62.2,26,10,16,0,1,1.000,-1,-14,1,19,0,3.73,2.89,2B-P,waltodo01
1137,Alex Wood,33,OAK,AL,9,9,0,39.1,9,2,7,0,1,1.000,,,2,10,0,2.06,1.00,P,woodal02
1138,Jake Woodford,27,TOT,ZZ,9,7,0,35.0,4,0,4,0,0,1.000,,,1,34,0,1.03,0.44,P,woodfja01
1139,Rob Zastryzny,32,MIL,NL,9,3,0,7.2,1,0,1,0,0,1.000,,,0,0,0,1.17,0.11,P,zastrro01
1140,Joan Adon,25,WSN,NL,8,1,0,10.2,6,2,4,0,0,1.000,,,1,19,0,5.06,0.75,P,adonjo01
1141,Ehire Adrianza,34,LAA,AL,8,6,6,60.0,14,2,12,0,2,1.000,1,20,1,20,0,2.10,1.75,3B-2B,adriaeh01
1142,Nacho Alvarez Jr.,21,ATL,NL,8,8,8,70.2,21,8,13,0,3,1.000,0,-3,-1,-17,0,2.67,2.63,2B-3B,alvarna01
1143,Nick Avila,26,SFG,NL,8,0,0,11.2,1,1,0,0,0,1.000,,,0,0,0,0.77,0.13,P,avilani01
1144,Phil Bickford,28,NYY,AL,8,0,0,8.1,1,0,0,1,0,.000,,,-2,-48,0,0.00,0.00,P,bickfph01
1145,Matthew Boyd,33,CLE,AL,8,8,0,39.2,5,1,3,1,0,.800,,,0,0,0,0.91,0.50,P,boydma01
1146,Kyle Bradish,27,BAL,AL,8,8,0,39.1,11,4,7,0,0,1.000,,,2,10,0,2.52,1.38,P,bradiky01
1147,Isaiah Campbell,26,BOS,AL,8,0,0,6.2,3,1,2,0,0,1.000,,,1,30,0,4.05,0.38,P,campbis01
1148,Mickey Gasper,28,BOS,AL,8,3,3,32.0,16,5,11,0,0,1.000,1,27,1,38,0,4.50,2.00,2B-1B,gaspemi01
1149,J.T. Ginn,25,OAK,AL,8,6,0,34.0,6,5,1,0,1,1.000,,,1,6,0,1.59,0.75,P,ginnjt01
1150,Tanner Gordon,26,COL,NL,8,8,0,34.1,4,0,4,0,1,1.000,,,1,6,0,1.05,0.50,P,gordota01
1151,Ben Heller,32,PIT,NL,8,0,0,12.0,1,1,0,0,0,1.000,,,0,0,0,0.75,0.13,P,hellebe01
1152,Michael Helman,28,MIN,AL,8,1,0,23.0,3,2,0,1,0,.667,0,-10,0,0,0,0.78,0.25,OF-3B,helmami01
1153,Jimmy Herget,30,ATL,NL,8,0,0,12.1,1,0,0,1,0,.000,,,-1,-16,0,0.00,0.00,P,hergeji01
1154,Will Klein,24,TOT,AL,8,0,0,7.1,2,0,2,0,0,1.000,,,0,0,0,2.45,0.25,P,kleinwi01
1155,Brandon Lockridge,27,SDP,NL,8,3,3,34.0,10,10,0,0,0,1.000,1,28,0,0,0,2.65,1.25,OF,lockrbr01
1156,Easton Lucas,27,TOT,AL,8,0,0,11.2,2,1,1,0,0,1.000,,,0,0,0,1.54,0.25,P,lucasea01
1157,Adam Mazur,23,SDP,NL,8,8,0,33.2,5,1,4,0,1,1.000,,,1,6,0,1.34,0.63,P,mazurad01
1158,Luis Medina,25,OAK,AL,8,8,0,40.0,8,4,3,1,1,.875,,,1,5,0,1.58,0.88,P,medinlu02
1159,Riley O'Brien,29,STL,NL,8,0,0,8.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,obrieri01
1160,Adam Oller,29,MIA,NL,8,8,0,42.1,3,1,2,0,0,1.000,,,0,0,0,0.64,0.38,P,ollerad01
1161,Tyler Phillips,26,PHI,NL,8,7,1,36.2,7,3,4,0,0,1.000,,,1,5,0,1.72,0.88,P,phillty01
1162,Brooks Raley,36,NYM,NL,8,0,0,7.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,raleybr01
1163,Nick Ramirez,34,LAD,NL,8,0,0,13.1,2,0,2,0,0,1.000,,,0,0,0,1.35,0.25,P,ramirni01
1164,Blake Sabol,26,SFG,NL,8,7,5,65.0,70,66,1,3,0,.957,-3,-62,0,0,0,9.28,8.38,C,sabolbl01
1165,Erik Sabrowski,26,CLE,AL,8,0,0,12.2,2,0,2,0,0,1.000,,,1,16,0,1.42,0.25,P,sabroer01
1166,Gregory Santos,24,SEA,AL,8,0,0,7.1,5,2,3,0,0,1.000,,,0,0,0,6.14,0.63,P,santogr01
1167,Kyle Tyler,27,MIA,NL,8,7,0,31.2,5,1,4,0,0,1.000,,,1,6,0,1.42,0.63,P,tylerky01
1168,Justin Wrobleski,23,LAD,NL,8,6,0,36.1,2,0,1,1,0,.500,,,-1,-6,0,0.25,0.13,P,wroblju01
1169,Julian Aguiar,23,CIN,NL,7,7,0,31.2,6,2,4,0,0,1.000,,,0,0,0,1.71,0.86,P,aguiaju01
1170,Kolby Allard,26,PHI,NL,7,4,0,27.0,5,2,3,0,0,1.000,,,1,7,0,1.67,0.71,P,allarko01
1171,Brady Basso,26,OAK,AL,7,4,0,22.1,1,0,1,0,0,1.000,,,-1,-9,0,0.40,0.14,P,bassobr01
1172,Tristan Beck,28,SFG,NL,7,1,0,16.0,2,1,1,0,0,1.000,,,0,0,0,1.13,0.29,P,becktr01
1173,Bradley Blalock,23,TOT,NL,7,6,0,30.2,4,3,1,0,0,1.000,,,-1,-39,0,1.17,0.57,P,blalobr01
1174,Justin Bruihl,27,PIT,NL,7,0,0,5.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bruihju01
1175,Matt Carasiti,32,COL,NL,7,0,0,8.2,3,3,0,0,1,1.000,,,-1,-23,0,3.12,0.43,P,carasma01
1176,Humberto Castellanos,26,ARI,NL,7,0,0,10.1,1,1,0,0,0,1.000,,,0,0,0,0.87,0.14,P,castehu01
1177,Diego Castillo,30,MIN,AL,7,0,0,10.0,2,1,1,0,0,1.000,,,0,0,0,1.80,0.29,P,castidi01
1178,Isaac Collins,26,MIL,NL,7,3,1,35.0,10,7,2,1,0,.900,-1,-25,-1,-34,0,2.31,1.29,OF-2B,colliis01
1179,Austin Davis,31,SDP,NL,7,0,0,7.0,3,0,2,1,0,.667,,,-1,-29,0,2.57,0.29,P,davisau01
1180,Yilber Diaz,23,ARI,NL,7,4,0,28.1,2,0,1,1,0,.500,,,0,0,0,0.32,0.14,P,diazyi01
1181,Duke Ellis,26,TOT,AL,7,1,1,21.0,10,8,0,2,0,.800,-1,-58,-1,-57,0,3.43,1.14,OF,ellisdu01
1182,Braxton Garrett,26,MIA,NL,7,7,1,37.0,4,1,3,0,0,1.000,,,0,0,0,0.97,0.57,P,garrebr01
1183,Domingo Germán,31,PIT,NL,7,2,0,20.2,3,2,1,0,0,1.000,,,-1,-10,0,1.31,0.43,P,germado01
1184,Marco Gonzales,32,PIT,NL,7,7,0,33.2,5,1,4,0,1,1.000,,,1,6,0,1.34,0.71,P,gonzama02
1185,Brusdar Graterol,25,LAD,NL,7,0,0,7.1,2,2,0,0,0,1.000,,,0,0,0,2.45,0.29,P,gratebr01
1186,Sam Haggerty,30,SEA,AL,7,5,3,48.0,8,6,1,1,0,.875,2,41,0,0,0,1.31,1.00,OF,haggesa01
1187,Tyler Heineman,33,TOT,AL,7,4,4,39.0,42,39,3,0,1,1.000,2,53,2,61,0,9.69,6.00,C-P,heinety01
1188,Kevin Herget,33,MIL,NL,7,0,0,11.1,1,0,1,0,0,1.000,,,0,0,0,0.79,0.14,P,hergeke01
1189,Jose Hernandez,26,PIT,NL,7,0,0,5.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,hernajo03
1190,Alek Jacob,26,SDP,NL,7,0,0,14.2,1,0,1,0,0,1.000,,,0,0,0,0.61,0.14,P,jacobal01
1191,Cristian Javier,27,HOU,AL,7,7,0,34.2,3,1,2,0,0,1.000,,,0,0,0,0.78,0.43,P,javiecr01
1192,Clayton Kershaw,36,LAD,NL,7,7,0,30.0,4,1,2,1,0,.750,,,0,0,0,0.90,0.43,P,kershcl01
1193,Cade Marlowe,27,SEA,AL,7,1,1,21.0,4,4,0,0,0,1.000,0,9,0,0,0,1.71,0.57,OF,marloca01
1194,Sean Newcomb,31,OAK,AL,7,0,0,10.0,3,0,3,0,0,1.000,,,0,0,0,2.70,0.43,P,newcose01
1195,Zach Penrod,27,BOS,AL,7,0,0,4.0,1,0,1,0,0,1.000,,,0,0,0,2.25,0.14,P,penroza01
1196,Harold Ramírez,29,TBR,AL,7,5,0,43.0,16,16,0,0,0,1.000,2,49,3,83,0,3.35,2.29,OF,ramirha02
1197,Robbie Ray,32,SFG,NL,7,7,0,30.2,2,0,2,0,0,1.000,,,-1,-7,0,0.59,0.29,P,rayro02
1198,Kenny Rosenberg,28,LAA,AL,7,1,0,24.0,2,0,2,0,0,1.000,,,0,0,0,0.75,0.29,P,rosenke01
1199,Jeffrey Springs,31,TBR,AL,7,7,0,33.0,2,2,0,0,0,1.000,,,-1,-6,0,0.55,0.29,P,sprinje01
1200,Brett Sullivan,30,SDP,NL,7,4,4,39.0,47,45,1,1,0,.979,0,-7,-1,-31,0,10.62,6.57,C-1B,sullibr01
1201,Taylor Trammell,26,TOT,ZZ,7,1,0,21.1,6,6,0,0,0,1.000,1,74,-1,-57,0,2.53,0.86,OF,trammta01
1202,Blake Walston,23,ARI,NL,7,2,0,18.1,2,0,2,0,0,1.000,,,0,0,0,0.98,0.29,P,walstbl01
1203,Trey Wingenter,30,TOT,ZZ,7,0,0,8.1,1,0,1,0,0,1.000,,,0,0,0,1.08,0.14,P,wingetr01
1204,Shaun Anderson,29,TOT,ZZ,6,2,0,16.1,2,1,1,0,0,1.000,,,0,0,0,1.10,0.33,P,andersh01
1205,Jorge Barrosa,23,ARI,NL,6,3,3,38.0,11,10,0,1,0,.909,1,28,1,31,0,2.37,1.67,OF,barrojo01
1206,Tyler Black,23,MIL,NL,6,6,2,42.0,44,42,2,0,5,1.000,0,3,1,29,0,9.43,7.33,1B,blackty01
1207,Zach Brzykcy,24,WSN,NL,6,0,0,5.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,brzykza01
1208,JB Bukauskas,27,MIL,NL,6,0,0,6.0,1,0,1,0,0,1.000,,,0,0,0,1.50,0.17,P,bukaujb01
1209,Matt Carpenter,38,STL,NL,6,1,0,14.0,13,11,2,0,1,1.000,0,33,1,86,0,8.36,1.86,1B-3B-2B,carpema01
1210,Yonny Chirinos,30,MIA,NL,6,6,0,30.0,6,4,2,0,0,1.000,,,-1,-7,0,1.80,1.00,P,chiriyo01
1211,Davis Daniel,27,LAA,AL,6,6,0,30.1,4,3,0,1,0,.750,,,0,0,1,0.89,0.50,P,danieda01
1212,Jason Delay,29,PIT,NL,6,5,4,46.0,44,42,2,0,0,1.000,1,24,0,0,0,8.61,7.33,C,delayja01
1213,Matt Foster,29,CHW,AL,6,1,0,6.2,1,1,0,0,0,1.000,,,0,0,0,1.35,0.17,P,fostema01
1214,Amir Garrett,32,LAA,AL,6,0,0,5.1,0,0,0,0,0,,,,-1,-38,,0.00,0.00,P,garream01
1215,Tyler Gilbert,30,PHI,NL,6,0,0,8.1,1,1,0,0,0,1.000,,,0,0,0,1.08,0.17,P,gilbety01
1216,Jairo Iriarte,22,CHW,AL,6,0,0,6.0,1,1,0,0,0,1.000,,,0,0,0,1.50,0.17,P,iriarja01
1217,Daulton Jefferies,28,TOT,NL,6,1,0,14.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,jeffeda01
1218,Levi Jordan,28,CIN,NL,6,2,2,27.0,4,3,1,0,1,1.000,-2,-107,0,0,0,1.33,0.67,OF-2B,jordale01
1219,Janson Junk,28,TOT,ZZ,6,0,0,8.0,1,0,1,0,0,1.000,,,0,0,0,1.13,0.17,P,junkja01
1220,DaShawn Keirsey,27,MIN,AL,6,4,3,36.0,6,5,1,0,0,1.000,0,1,0,0,0,1.50,1.00,OF,keirsda01
1221,Joel Kuhnel,29,TOT,AL,6,0,0,10.0,2,0,2,0,0,1.000,,,1,120,0,1.80,0.33,P,kuhnejo01
1222,Casey Legumina,27,CIN,NL,6,0,0,9.1,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,P,legumca01
1223,Pedro León,26,HOU,AL,6,6,6,54.2,7,7,0,0,0,1.000,-2,-44,0,0,0,1.15,1.17,OF,leonpe01
1224,Rhett Lowder,22,CIN,NL,6,6,0,30.2,3,1,1,1,0,.667,,,0,0,0,0.59,0.33,P,lowderh01
1225,Ty Madden,24,DET,AL,6,1,0,23.0,2,2,0,0,0,1.000,,,-1,-9,0,0.78,0.33,P,maddety01
1226,Kyle Manzardo,23,CLE,AL,6,2,2,24.0,15,13,2,0,1,1.000,0,3,0,0,0,5.63,2.50,1B,manzaky01
1227,Kameron Misner,26,TBR,AL,6,5,1,35.0,12,12,0,0,0,1.000,1,42,0,0,0,3.09,2.00,OF,misneka01
1228,Carlos Narváez,25,NYY,AL,6,4,3,35.0,42,41,1,0,0,1.000,1,28,1,34,0,10.80,7.00,C,narvaca01
1229,Jack Neely,24,CHC,NL,6,0,0,6.0,1,0,1,0,0,1.000,,,0,0,0,1.50,0.17,P,neelyja01
1230,Graham Pauley,23,SDP,NL,6,4,1,34.1,12,6,5,1,1,.917,-1,-33,0,0,0,2.88,1.57,3B-1B,paulegr01
1231,Ricardo Pinto,30,PHI,NL,6,0,0,10.2,6,5,1,0,0,1.000,,,0,0,0,5.06,1.00,P,pintori01
1232,Jakson Reetz,28,SFG,NL,6,4,3,38.0,39,39,0,0,0,1.000,0,-13,-1,-32,0,9.24,6.50,C,reetzja01
1233,Josh Rogers,29,COL,NL,6,0,0,11.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,rogerjo01
1234,Bryan Sammons,29,DET,AL,6,0,0,27.1,1,0,1,0,0,1.000,,,0,0,0,0.33,0.17,P,sammobr01
1235,Chase Shugart,27,BOS,AL,6,0,0,8.2,1,0,1,0,0,1.000,,,0,0,0,1.04,0.17,P,shugach01
1236,Jason Vosler,30,SEA,AL,6,4,2,36.0,24,21,3,0,3,1.000,-1,-19,0,0,0,6.00,3.43,1B-OF,vosleja01
1237,Austin Warren,28,SFG,NL,6,0,0,10.2,3,2,1,0,1,1.000,,,0,0,0,2.53,0.50,P,warreau01
